tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
10-09-2026,00:00,16.0,Kabut/Asap,97.0,1.8
10-09-2026,01:00,16.0,Kabut/Asap,97.0,1.8
10-09-2026,02:00,16.0,Kabut/Asap,97.0,1.8
10-09-2026,03:00,16.0,Kabut/Asap,97.0,1.8
10-09-2026,04:00,15.0,Kabut/Asap,97.0,1.5
10-09-2026,05:00,15.0,Kabut/Asap,97.0,1.5
10-09-2026,06:00,15.0,Kabut/Asap,97.0,1.5
10-09-2026,07:00,20.0,Cerah Berawan,89.0,7.4
10-09-2026,08:00,20.0,Cerah Berawan,89.0,7.4
10-09-2026,09:00,20.0,Cerah Berawan,89.0,7.4
10-09-2026,10:00,24.0,Cerah Berawan,64.0,8.1
10-09-2026,11:00,24.0,Cerah Berawan,64.0,8.1
10-09-2026,12:00,24.0,Cerah Berawan,64.0,8.1
10-09-2026,13:00,22.0,Hujan Ringan,72.0,7.8
10-09-2026,14:00,22.0,Hujan Ringan,72.0,7.8
10-09-2026,15:00,22.0,Hujan Ringan,72.0,7.8
10-09-2026,16:00,18.0,Cerah Berawan,91.0,7.3
10-09-2026,17:00,18.0,Cerah Berawan,91.0,7.3
10-09-2026,18:00,18.0,Cerah Berawan,91.0,7.3
10-09-2026,19:00,17.0,Berawan,95.0,2.8
10-09-2026,20:00,17.0,Berawan,95.0,2.8
10-09-2026,21:00,17.0,Berawan,95.0,2.8
10-09-2026,22:00,16.0,Cerah,93.0,4.3
10-09-2026,23:00,16.0,Cerah,93.0,4.3
