lead_day,window_start_wib,window_end_wib,rain_mean_mm,rain_p10_mm,rain_p90_mm,model_count,model_list,spatial_point_count,valid_date,initial_discharge_proxy_m3s,discharge_forecast_m3s,discharge_scenario_low_m3s,discharge_scenario_high_m3s,glofas_reference_m3s,glofas_reference_p25_m3s,glofas_reference_p75_m3s,hindcast_rmse_m3s,status,irrigation_reference_m3s,ecological_release_reference_m3s,indicative_plant_available_m3s,design_discharge_m3s,engineering_scenario_status
1,2026-09-07T09:00:00+07:00,2026-09-08T09:00:00+07:00,0.0,0.0,0.0,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-09-07,0.01,0.6322098122683424,0.0,7.295611986578665,0.01,0.01,0.01,6.663402174310322,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
2,2026-09-08T09:00:00+07:00,2026-09-09T09:00:00+07:00,0.0,0.0,0.0,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-09-08,0.01,1.234248962362285,0.0,12.136110329834256,0.01,0.01,0.01,10.901861367471971,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
3,2026-09-09T09:00:00+07:00,2026-09-10T09:00:00+07:00,0.7625000000000001,0.0,2.1,6,"CMA,ECMWF,GFS,ICON,METEOFRANCE,UKMO",4,2026-09-09,0.01,1.8910571729556962,0.0,15.602979357387918,0.01,0.01,0.01,13.581617523844354,provisional_proxy_calibrated,3.0,0.6,0.0,22.0,indicative_without_upstream_release_schedule
