tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
03-09-2026,00:00,21.0,Udara Kabur,93.0,4.9
03-09-2026,01:00,21.0,Udara Kabur,93.0,4.9
03-09-2026,02:00,20.0,Cerah Berawan,95.0,2.9
03-09-2026,03:00,20.0,Cerah Berawan,95.0,2.9
03-09-2026,04:00,20.0,Cerah Berawan,95.0,2.9
03-09-2026,05:00,22.0,Cerah,88.0,2.9
03-09-2026,06:00,22.0,Cerah,88.0,2.9
03-09-2026,07:00,22.0,Cerah,88.0,2.9
03-09-2026,08:00,27.0,Cerah Berawan,67.0,7.7
03-09-2026,09:00,27.0,Cerah Berawan,67.0,7.7
03-09-2026,10:00,27.0,Cerah Berawan,67.0,7.7
03-09-2026,11:00,31.0,Cerah,54.0,7.6
03-09-2026,12:00,31.0,Cerah,54.0,7.6
03-09-2026,13:00,31.0,Cerah,54.0,7.6
03-09-2026,14:00,30.0,Cerah,50.0,7.4
03-09-2026,15:00,30.0,Cerah,50.0,7.4
03-09-2026,16:00,30.0,Cerah,50.0,7.4
03-09-2026,17:00,26.0,Cerah,67.0,3.1
03-09-2026,18:00,26.0,Cerah,67.0,3.1
03-09-2026,19:00,26.0,Cerah,67.0,3.1
03-09-2026,20:00,24.0,Cerah,81.0,3.6
03-09-2026,21:00,24.0,Cerah,81.0,3.6
03-09-2026,22:00,24.0,Cerah,81.0,3.6
03-09-2026,23:00,24.0,Cerah,81.0,3.6
