tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
24-08-2026,00:00,16.0,Berawan,99.0,4.5
24-08-2026,01:00,16.0,Berawan,99.0,4.5
24-08-2026,02:00,16.0,Berawan,99.0,4.5
24-08-2026,03:00,16.0,Udara Kabur,97.0,4.6
24-08-2026,04:00,16.0,Udara Kabur,97.0,4.6
24-08-2026,05:00,16.0,Udara Kabur,97.0,4.6
24-08-2026,06:00,18.0,Berawan,93.0,2.2
24-08-2026,07:00,18.0,Berawan,93.0,2.2
24-08-2026,08:00,18.0,Berawan,93.0,2.2
24-08-2026,09:00,23.0,Berawan,67.0,1.0
24-08-2026,10:00,23.0,Berawan,67.0,1.0
24-08-2026,11:00,23.0,Berawan,67.0,1.0
24-08-2026,12:00,23.0,Hujan Ringan,71.0,2.9
24-08-2026,13:00,23.0,Hujan Ringan,71.0,2.9
24-08-2026,14:00,23.0,Hujan Ringan,71.0,2.9
24-08-2026,15:00,19.0,Berawan,92.0,7.0
24-08-2026,16:00,19.0,Berawan,92.0,7.0
24-08-2026,17:00,19.0,Berawan,92.0,7.0
24-08-2026,18:00,17.0,Berawan,97.0,3.6
24-08-2026,19:00,17.0,Berawan,97.0,3.6
24-08-2026,20:00,17.0,Berawan,97.0,3.6
24-08-2026,21:00,17.0,Berawan,94.0,3.8
24-08-2026,22:00,17.0,Berawan,94.0,3.8
24-08-2026,23:00,17.0,Berawan,94.0,3.8
